"","radians","center","pos_1","pos_2","type","degrees","map_file","PE","object","isFiller","outdoors_response","stimulus","old_new","conf_resp.keys","conf_resp.rt","response","key_resp_2.keys","participant","recog_acc","in_out_resp","in_out_corr_resp","in_out_rt","fixation_prediction","fixation_error","trial_n","age","gender","handedness","location_error","age_group"
"224","4.88747397597166","106.588235294118","196.588235294118","16.5882352941177","high","280.173667412388","maps/google_map_1.png","173.585432118271","objects/1/1_6.jpg","0.0","outdoors","Bird_Parrot.jpg","old",6,1.93406865675934,97,"['return']",54,1,"outdoors",1,0.32481813034974,NA,NA,88,9,"m","r",176.826332587612,"CH"
"226","1.83569617980158","106.588235294118","196.588235294118","16.5882352941177","low","105.230991198816","maps/google_map_1.png","1.35724409530123","objects/1/1_139.jpg","0.0","outdoors","Boot_Rain.jpg","old",6,1.55361080635339,258,"['return']",54,1,"outdoors",1,1.38350570923649,NA,NA,17,9,"m","r",152.769008801184,"CH"
"228","1.51870307267211","106.588235294118","196.588235294118","16.5882352941177","low","87.0594118092294","maps/google_map_1.png","19.5288234848883","objects/1/1_72.jpg","0.0","outdoors","Sheep.jpg","old",1,1.76514209480956,268,"['return']",54,0,"outdoors",1,0.225211566081271,NA,NA,59,9,"m","r",179.059411809229,"CH"
"230","1.56975136905256","106.588235294118","196.588235294118","16.5882352941177","low","89.9857472705286","maps/google_map_1.png","16.602488023589","objects/1/1_49.jpg","0.0","outdoors","Bird_Hen.jpg","old",6,1.85689084883779,71,"['return']",54,1,"outdoors",1,0.119065058650449,NA,NA,11,9,"m","r",18.9857472705286,"CH"
"233","4.30509239152059","106.588235294118","196.588235294118","16.5882352941177","high","246.788735819652","maps/google_map_1.png","140.200500525534","objects/1/1_31.jpg","0.0","indoors","RugRoled.jpg","old",6,4.2347273977939,307.5,"['return']",54,1,"indoors",1,0.323668324388564,NA,NA,95,9,"m","r",60.711264180348,"CH"
"236","4.89594536276753","106.588235294118","196.588235294118","16.5882352941177","high","280.659288311514","maps/google_map_1.png","174.071053017396","objects/1/1_47.jpg","0.0","outdoors","Inukshuk.jpg","old",6,2.14771193219349,74,"['return']",54,1,"outdoors",1,1.27384788333438,NA,NA,31,9,"m","r",153.340711688486,"CH"
"238","2.27088296655593","106.588235294118","196.588235294118","16.5882352941177","low","130.178004452251","maps/google_map_1.png","23.5897691581329","objects/1/1_125.jpg","0.0","outdoors","Door_Green.jpg","old",6,1.58877883688547,84.5,"['return']",54,1,"indoors",0,1.18984372285195,NA,NA,77,9,"m","r",45.678004452251,"CH"
"243","2.4001237876479","106.588235294118","196.588235294118","16.5882352941177","low","137.586713941599","maps/google_map_1.png","30.9984786474814","objects/1/1_116.jpg","0.0","outdoors","BicycleWheel.jpg","old",6,1.64547373913229,225,"['return']",54,1,"outdoors",1,0.303373364498839,NA,NA,84,9,"m","r",87.413286058401,"CH"
"246","4.5114515497208","106.588235294118","196.588235294118","16.5882352941177","high","258.61824170374","maps/google_map_1.png","152.030006409623","objects/1/1_122.jpg","0.0","outdoors","LeafBlower.jpg","old",6,2.52062853006646,272.5,"['return']",54,1,"outdoors",1,0.389178406912833,NA,NA,29,9,"m","r",13.88175829626,"CH"
"253","3.41911207639365","106.588235294118","196.588235294118","16.5882352941177","medium","196.000055334668","maps/google_map_1.png","89.4118200405501","objects/1/1_124.jpg","0.0","indoors","GranolaBar.jpg","old",6,1.89551599486731,95.5,"['return']",54,1,"indoors",1,0.344855867093429,NA,NA,76,9,"m","r",100.500055334668,"CH"
"260","1.18343778425689","106.588235294118","196.588235294118","16.5882352941177","low","67.8403825370193","maps/google_map_1.png","38.7478527570984","objects/1/1_136.jpg","0.0","outdoors","Bus_School.jpg","old",6,1.76441147876903,47,"['return']",54,1,"outdoors",1,5.48643532558344,NA,NA,38,9,"m","r",20.8403825370193,"CH"
"262","3.0828177944872","106.588235294118","196.588235294118","16.5882352941177","medium","176.722039174425","maps/google_map_1.png","70.1338038803078","objects/1/1_84.jpg","0.0","outdoors","Spider.jpg","old",6,1.58819639659487,318,"['return']",54,1,"outdoors",1,0.381406230619177,NA,NA,71,9,"m","r",141.277960825575,"CH"
"268","2.82823492659707","106.588235294118","196.588235294118","16.5882352941177","medium","162.128116811297","maps/google_map_1.png","55.5398815171793","objects/1/1_33.jpg","0.0","indoors","Mop.jpg","old",6,1.72203639289364,87.5,"['return']",54,1,"indoors",1,0.400377229554579,NA,NA,26,9,"m","r",74.628116811297,"CH"
"270","3.14035207131863","106.588235294118","196.588235294118","16.5882352941177","medium","180.020182432278","maps/google_map_1.png","73.4319471381605","objects/1/1_141.jpg","0.0","outdoors","Owl.jpg","old",6,2.15458928002045,63.5,"['return']",54,1,"outdoors",1,0.651987840188667,NA,NA,40,9,"m","r",116.520182432278,"CH"
"272","3.81821260148645","106.588235294118","196.588235294118","16.5882352941177","medium","218.878429384573","maps/google_map_1.png","112.290194090456","objects/1/1_68.jpg","0.0","indoors","Tortilla.jpg","old",6,1.66647942992859,78,"['return']",54,1,"indoors",1,0.475048877298832,NA,NA,68,9,"m","r",140.878429384573,"CH"
"275","1.5927666777026","106.588235294118","196.588235294118","16.5882352941177","low","91.3050961740343","maps/google_map_1.png","15.2831391200833","objects/1/1_87.jpg","0.0","indoors","Clock_Digital.jpg","old",1,3.99781666556373,283.5,"['return']",54,0,"indoors",1,0.138189365155995,NA,NA,21,9,"m","r",167.805096174034,"CH"
"277","4.62264500499456","106.588235294118","196.588235294118","16.5882352941177","high","264.992388821344","maps/google_map_1.png","158.404153527226","objects/1/1_133.jpg","0.0","indoors","Clip_Paper.jpg","old",6,1.59984648227692,320,"['return']",54,1,"indoors",1,0.40357551863417,NA,NA,78,9,"m","r",55.007611178656,"CH"
"279","5.25507291194037","106.588235294118","196.588235294118","16.5882352941177","high","301.246217881932","maps/google_map_1.png","165.342017412186","objects/1/1_44.jpg","0.0","indoors","ProcessorFood_Old.jpg","old",6,1.79699541209266,64.5,"['return']",54,1,"indoors",1,0.555956419091672,NA,NA,91,9,"m","r",123.253782118068,"CH"
"281","2.82482963683069","106.588235294118","196.588235294118","16.5882352941177","medium","161.932909117683","maps/google_map_1.png","55.3446738235652","objects/1/1_99.jpg","0.0","indoors","Toy_DollHomeMade.jpg","old",6,1.45260042021982,171,"['return']",54,1,"indoors",1,0.249616000335664,NA,NA,36,9,"m","r",9.06709088231699,"CH"
"283","1.83569617980158","106.588235294118","196.588235294118","16.5882352941177","low","105.230991198816","maps/google_map_1.png","1.35724409530123","objects/1/1_77.jpg","0.0","indoors","Battery_AA.jpg","old",6,2.41603562398814,96,"['return']",54,1,"indoors",1,0.389991128817201,NA,NA,17,9,"m","r",9.230991198816,"CH"
"286","4.75383099906629","106.588235294118","16.5882352941177","73.4033613445378","singletons","272.512605042017","maps/google_map_1.png","None","objects/1/1_16.jpg","0.0","indoors","Qtip_Single.jpg","old",1,0.517044085776433,261.5,"['return']",54,0,"indoors",1,0.608091225847602,NA,NA,81,9,"m","r",11.012605042017,"CH"
"291","1.31092524169507","106.588235294118","196.588235294118","16.5882352941177","low","75.1485807341123","maps/google_map_1.png","31.4396545600054","objects/1/1_85.jpg","0.0","outdoors","Panda.jpg","old",6,2.32142406119965,39.5,"['return']",54,1,"outdoors",1,0.984971046447754,NA,NA,25,9,"m","r",35.6485807341123,"CH"
"293","2.67239462720448","106.588235294118","196.588235294118","16.5882352941177","medium","153.194596463951","maps/google_map_1.png","46.6063611698337","objects/1/1_14.jpg","0.0","outdoors","Bird_Peacock.jpg","old",6,1.80150771955959,325,"['return']",54,1,"outdoors",1,0.663825550815091,NA,NA,89,9,"m","r",171.805403536049,"CH"
"297","3.41831293190116","106.588235294118","196.588235294118","16.5882352941177","medium","195.954244503888","maps/google_map_1.png","89.3660092097707","objects/1/1_10.jpg","0.0","outdoors","Fish_Rockbass.jpg","old",6,1.63439550972544,133,"['return']",54,1,"outdoors",1,1.17770292493515,NA,NA,43,9,"m","r",62.954244503888,"CH"
"302","2.11252273324354","106.588235294118","196.588235294118","16.5882352941177","low","121.100029294215","maps/google_map_1.png","14.5117940000978","objects/1/1_126.jpg","0.0","outdoors","Bench_Park.jpg","old",6,2.08726035500877,145,"['return']",54,1,"outdoors",1,0.683519789250568,NA,NA,85,9,"m","r",23.899970705785,"CH"
"304","4.39380840966929","106.588235294118","196.588235294118","16.5882352941177","high","251.874367433271","maps/google_map_1.png","145.286132139154","objects/1/1_60.jpg","0.0","indoors","HumanSkeleton.jpg","old",6,1.67891112691723,72,"['return']",54,1,"indoors",1,0.380237822420895,NA,NA,74,9,"m","r",179.874367433271,"CH"
"307","1.51762379825225","106.588235294118","196.588235294118","16.5882352941177","low","86.99754257497","maps/google_map_1.png","19.5906927191477","objects/1/1_65.jpg","0.0","indoors","Mattress.jpg","old",6,1.7936935282778,280,"['return']",54,1,"indoors",1,0.353684838395566,NA,NA,63,9,"m","r",166.99754257497,"CH"
"309","5.01696358543417","106.588235294118","106.588235294118","82.453781512605","singletons","287.596638655462","maps/google_map_1.png","None","objects/1/1_37.jpg","0.0","indoors","SmokeDetector.jpg","old",6,2.21882447297685,324,"['return']",54,1,"indoors",1,3.14653371809982,NA,NA,79,9,"m","r",36.403361344538,"CH"
"313","5.00105299879549","106.588235294118","196.588235294118","16.5882352941177","high","286.684566809933","maps/google_map_1.png","179.903668484185","objects/1/1_95.jpg","0.0","indoors","Arm.jpg","old",6,2.45313026127405,85,"['return']",54,1,"indoors",1,0.644273074343801,NA,NA,75,9,"m","r",158.315433190067,"CH"
"315","5.33880965271019","106.588235294118","196.588235294118","16.5882352941177","high","306.046413212686","maps/google_map_1.png","160.541822081432","objects/1/1_123.jpg","0.0","indoors","Chair_Rocking.jpg","old",6,1.53739870060235,310,"['return']",54,1,"indoors",1,0.575104780029505,NA,NA,33,9,"m","r",3.95358678731401,"CH"
"318","1.6488664799253","106.588235294118","106.588235294118","178.991596638655","singletons","94.5210084033613","maps/google_map_1.png","None","objects/1/1_115.jpg","0.0","indoors","HairDryer.jpg","old",1,0.656505463179201,96,"['return']",54,0,"indoors",1,0.371518860338256,NA,NA,14,9,"m","r",1.47899159663871,"CH"
"320","2.03839473181679","106.588235294118","196.588235294118","16.5882352941177","low","116.850653416249","maps/google_map_1.png","10.2624181221314","objects/1/1_90.jpg","0.0","indoors","ShoeLace_Flat.jpg","old",6,2.68243367108516,302,"['return']",54,1,"outdoors",0,0.568012865725905,NA,NA,22,9,"m","r",174.850653416249,"CH"
"324","2.38623565371955","106.588235294118","196.588235294118","16.5882352941177","low","136.790578875643","maps/google_map_1.png","30.2023435815255","objects/1/1_29.jpg","0.0","indoors","DogTreat.jpg","old",6,1.56711469381116,136,"['return']",54,1,"indoors",1,0.475747100077569,NA,NA,83,9,"m","r",0.790578875643007,"CH"
"326","3.41911207639365","106.588235294118","196.588235294118","16.5882352941177","medium","196.000055334668","maps/google_map_1.png","89.4118200405501","objects/1/1_69.jpg","0.0","indoors","Oven.jpg","old",1,1.3085327623412,34.5,"['return']",54,0,"indoors",1,1.50930315675214,NA,NA,76,9,"m","r",161.500055334668,"CH"
"331","3.53568886067005","106.588235294118","196.588235294118","16.5882352941177","medium","202.68280093013","maps/google_map_1.png","96.0945656360127","objects/1/1_74.jpg","0.0","outdoors","Glove_Baseball.jpg","old",6,4.37221021088772,281.5,"['return']",54,1,"outdoors",1,1.48744786041789,NA,NA,96,9,"m","r",78.81719906987,"CH"
"334","1.89050586755723","106.588235294118","196.588235294118","16.5882352941177","low","108.372947821752","maps/google_map_1.png","1.78471252763441","objects/1/1_82.jpg","0.0","outdoors","Ostrich.jpg","old",6,1.67500435211696,41,"['return']",54,1,"outdoors",1,0.295507215429097,NA,NA,61,9,"m","r",67.372947821752,"CH"
"336","2.0116693458082","106.588235294118","196.588235294118","16.5882352941177","low","115.318624918941","maps/google_map_1.png","8.73038962482367","objects/1/1_15.jpg","0.0","indoors","Toy_Lion.jpg","old",6,2.21071970299818,81.5,"['return']",54,1,"indoors",1,0.986822282429785,NA,NA,93,9,"m","r",33.818624918941,"CH"
"338","1.95395346963554","106.588235294118","196.588235294118","16.5882352941177","low","112.01007150777","maps/google_map_1.png","5.42183621365205","objects/1/1_107.jpg","0.0","indoors","Cup_sippy.jpg","old",6,1.92172836675309,303,"['return']",54,1,"indoors",1,0.121000966522843,NA,NA,80,9,"m","r",169.01007150777,"CH"
"341","0.806842203548086","106.588235294118","286.588235294118","221.226890756303","singletons","46.2521008403361","maps/google_map_1.png","None","objects/1/1_58.jpg","0.0","outdoors","Cloud.jpg","old",6,2.10474318102933,50,"['return']",54,1,"outdoors",1,0.343304831534624,NA,NA,35,9,"m","r",3.7478991596639,"CH"
"346","1.95179004975923","106.588235294118","196.588235294118","16.5882352941177","low","111.886053807854","maps/google_map_1.png","5.29781851373614","objects/1/1_134.jpg","0.0","indoors","Pretzel_Sticks.jpg","old",6,1.76376232737675,124.5,"['return']",54,1,"indoors",1,0.671285338932648,NA,NA,55,9,"m","r",12.613946192146,"CH"
"348","2.11252273324354","106.588235294118","196.588235294118","16.5882352941177","low","121.100029294215","maps/google_map_1.png","14.5117940000978","objects/1/1_103.jpg","0.0","outdoors","Stone_Spa.jpg","old",6,3.67610027594492,120.5,"['return']",54,1,"outdoors",1,2.51896024518646,NA,NA,85,9,"m","r",0.600029294215005,"CH"
"350","1.72084475754095","106.588235294118","196.588235294118","16.5882352941177","low","98.6471517061692","maps/google_map_1.png","7.94108358794847","objects/1/1_39.jpg","0.0","indoors","Clip_Binder.jpg","old",1,1.86188617092557,85,"['return']",54,0,"indoors",1,0.704391415929422,NA,NA,4,9,"m","r",13.6471517061692,"CH"
"354","4.53925840357537","106.588235294118","196.588235294118","16.5882352941177","high","260.21226517311","maps/google_map_1.png","153.624029878993","objects/1/1_113.jpg","0.0","indoors","Toilet.jpg","old",1,0.712541592540219,280.5,"['return']",54,0,"indoors",1,0.290729025378823,NA,NA,23,9,"m","r",20.28773482689,"CH"
"357","1.31092524169507","106.588235294118","196.588235294118","16.5882352941177","low","75.1485807341123","maps/google_map_1.png","31.4396545600054","objects/1/1_112.jpg","0.0","outdoors","House_Stone.jpg","old",6,3.1286556199193,78,"['return']",54,1,"outdoors",1,1.3640484882053,NA,NA,25,9,"m","r",2.8514192658877,"CH"
"359","2.14940314780161","106.588235294118","196.588235294118","16.5882352941177","low","123.21419318608","maps/google_map_1.png","16.625957891962","objects/1/1_94.jpg","0.0","outdoors","Gorilla.jpg","old",6,1.72032980504446,119.5,"['return']",54,1,"outdoors",1,0.743484182050452,NA,NA,34,9,"m","r",3.71419318608,"CH"
"362","1.56390650789343","106.588235294118","196.588235294118","16.5882352941177","low","89.6506915352922","maps/google_map_1.png","16.9375437588255","objects/1/1_76.jpg","0.0","outdoors","Dragonfly.jpg","old",6,2.15444399090484,75.5,"['return']",54,1,"outdoors",1,0.437814723933116,NA,NA,18,9,"m","r",14.1506915352922,"CH"
"366","1.59424318677873","106.588235294118","196.588235294118","16.5882352941177","low","91.3897368217109","maps/google_map_1.png","15.1984984724067","objects/1/1_21.jpg","0.0","outdoors","Cow.jpg","old",6,2.23355866898783,86,"['return']",54,1,"outdoors",1,1.38776688743383,NA,NA,30,9,"m","r",5.3897368217109,"CH"
"368","1.85787770373502","106.588235294118","196.588235294118","16.5882352941177","low","106.502543526211","maps/google_map_1.png","0.085691767906562","objects/1/1_50.jpg","0.0","outdoors","TowerEiffel.jpg","old",6,3.62319732829928,80,"['return']",54,1,"outdoors",1,11.1375081411097,NA,NA,1,9,"m","r",26.502543526211,"CH"
"371","5.59585527544351","106.588235294118","286.588235294118","296.647058823529","singletons","320.781512605042","maps/google_map_1.png","None","objects/1/1_138.jpg","0.0","indoors","Napkin_Single.jpg","old",1,0.682280363515019,85,"['return']",54,0,"indoors",1,0.339322365121916,NA,NA,48,9,"m","r",124.218487394958,"CH"
"373","2.03351288877089","106.588235294118","196.588235294118","16.5882352941177","low","116.570802541006","maps/google_map_1.png","9.98256724688873","objects/1/1_79.jpg","0.0","indoors","Pencil.jpg","old",6,2.28008331987076,289,"['return']",54,1,"indoors",1,0.306510715512559,NA,NA,19,9,"m","r",172.429197458994,"CH"
"378","1.72985486783728","106.588235294118","196.588235294118","16.5882352941177","low","99.163654844175","maps/google_map_1.png","7.42458044994262","objects/1/1_120.jpg","0.0","outdoors","Hose_Garden.jpg","old",6,1.98396960040554,85,"['return']",54,1,"outdoors",1,2.95716818980873,NA,NA,58,9,"m","r",14.163654844175,"CH"
"381","1.59424318677873","106.588235294118","196.588235294118","16.5882352941177","low","91.3897368217109","maps/google_map_1.png","15.1984984724067","objects/1/1_131.jpg","0.0","indoors","MagazineRoll.jpg","old",6,2.05694107455201,268,"['return']",54,1,"indoors",1,0.295031256508082,NA,NA,30,9,"m","r",176.610263178289,"CH"
"385","5.08872838523923","106.588235294118","196.588235294118","16.5882352941177","high","291.710544376771","maps/google_map_1.png","174.877690917347","objects/1/1_23.jpg","0.0","indoors","Stethoscope.jpg","old",1,0.529561737785116,90.5,"['return']",54,0,"indoors",1,0.888299133861437,NA,NA,67,9,"m","r",158.789455623229,"CH"
"387","1.87414419698844","106.588235294118","196.588235294118","16.5882352941177","low","107.435017661757","maps/google_map_1.png","0.846782367639765","objects/1/1_40.jpg","0.0","outdoors","LicensePlate.jpg","old",6,2.47008549119346,291,"['return']",54,1,"outdoors",1,0.378871525637805,NA,NA,64,9,"m","r",176.435017661757,"CH"
"389","4.53925840357537","106.588235294118","196.588235294118","16.5882352941177","high","260.21226517311","maps/google_map_1.png","153.624029878993","objects/1/1_56.jpg","0.0","indoors","Case_CD.jpg","old",6,1.493826020509,293.5,"['return']",54,1,"indoors",1,0.57524846564047,NA,NA,23,9,"m","r",33.28773482689,"CH"
"393","3.30812390886465","106.588235294118","196.588235294118","16.5882352941177","medium","189.637676304343","maps/google_map_1.png","83.0494410102256","objects/1/1_63.jpg","0.0","indoors","Ashtray_Empty.jpg","old",6,1.9336821809411,128.5,"['return']",54,1,"indoors",1,0.421527888858691,NA,NA,46,9,"m","r",61.137676304343,"CH"
"397","1.5927666777026","106.588235294118","196.588235294118","16.5882352941177","low","91.3050961740343","maps/google_map_1.png","15.2831391200833","objects/1/1_7.jpg","0.0","indoors","Briefcase_Open.jpg","old",6,3.78420225577429,96.5,"['return']",54,1,"indoors",1,0.584483477519825,NA,NA,21,9,"m","r",5.1949038259657,"CH"
"399","1.87414419698844","106.588235294118","196.588235294118","16.5882352941177","low","107.435017661757","maps/google_map_1.png","0.846782367639765","objects/1/1_102.jpg","0.0","outdoors","Stingray.jpg","old",6,1.74968049000017,303,"['return']",54,1,"outdoors",1,0.470500648487359,NA,NA,64,9,"m","r",164.435017661757,"CH"
"401","4.9643370681606","106.588235294118","106.588235294118","209.159663865546","singletons","284.579831932773","maps/google_map_1.png","None","objects/1/1_71.jpg","0.0","outdoors","PoliceTape.jpg","old",6,3.39961761166342,86,"['return']",54,1,"indoors",0,1.17327817599289,NA,NA,69,9,"m","r",161.420168067227,"CH"
"406","1.95395346963554","106.588235294118","196.588235294118","16.5882352941177","low","112.01007150777","maps/google_map_1.png","5.42183621365205","objects/1/1_93.jpg","0.0","outdoors","Oars.jpg","old",6,2.13944198796526,88.5,"['return']",54,1,"outdoors",1,0.166931631043553,NA,NA,80,9,"m","r",23.51007150777,"CH"
"412","3.54111631998545","106.588235294118","196.588235294118","16.5882352941177","medium","202.99392917114","maps/google_map_1.png","96.4056938770227","objects/1/1_18.jpg","0.0","indoors","ChessPiece_Knight.jpg","old",6,1.8684549794998,301,"['return']",54,1,"indoors",1,0.331961040152237,NA,NA,98,9,"m","r",98.00607082886,"CH"
"415","1.80005495814032","106.588235294118","196.588235294118","16.5882352941177","low","103.187863842439","maps/google_map_1.png","3.40037145167908","objects/1/1_27.jpg","0.0","indoors","Toy_WoodenPlainSingle.jpg","old",6,1.90593480970711,66.5,"['return']",54,1,"indoors",1,5.30897389841266,NA,NA,37,9,"m","r",36.687863842439,"CH"
"417","1.17522782446312","106.588235294118","16.5882352941177","37.2016806722689","singletons","67.3697478991597","maps/google_map_1.png","None","objects/1/1_96.jpg","0.0","indoors","IroningBoard.jpg","old",6,1.60116723575629,281,"['return']",54,1,"indoors",1,0.194002589210868,NA,NA,99,9,"m","r",146.36974789916,"CH"
"419","4.49069841269841","106.588235294118","16.5882352941177","94.5210084033613","singletons","257.428571428571","maps/google_map_1.png","None","objects/1/1_89.jpg","0.0","outdoors","Hubcap.jpg","old",6,2.01175000634976,60.5,"['return']",54,1,"outdoors",1,0.494140148861334,NA,NA,62,9,"m","r",163.071428571429,"CH"
